index,cik,ticker,name
3401,807863,MITK,MITEK SYSTEMS INC
3402,1275187,ANGO,ANGIODYNAMICS INC
3403,805928,AXGN,"Axogen, Inc."
3404,1602584,CCD,Calamos Dynamic Convertible & Income Fund
3405,1426945,ECHO,"Echo Global Logistics, Inc."
3406,821483,PARR,"PAR PACIFIC HOLDINGS, INC."
3407,1711291,CURO,CURO Group Holdings Corp.
3408,1776909,CURI,CuriosityStream Inc.
3409,101199,UFCS,UNITED FIRE GROUP INC
3410,1293135,VET,VERMILION ENERGY INC.
3411,1696355,BEDU,Bright Scholar Education Holdings Ltd
3412,1448431,OPRX,OptimizeRx Corp
3413,1357874,DTIL,PRECISION BIOSCIENCES INC
3414,884219,VVI,VIAD CORP
3415,1370053,ANAB,"ANAPTYSBIO, INC"
3416,1821349,NGMS,NeoGames S.A.
3417,41719,GLT,Glatfelter Corp
3418,1777921,APXT,Apex Technology Acquisition Corp
3419,907254,BFS,"SAUL CENTERS, INC."
3420,1393066,RFP,Resolute Forest Products Inc.
3421,1086600,ARLP,ALLIANCE RESOURCE PARTNERS LP
3422,1040130,PETS,PETMED EXPRESS INC
3423,1734107,SOHU,Sohu.com Ltd
3424,880807,AMSC,AMERICAN SUPERCONDUCTOR CORP /DE/
3425,1818331,CMLF,"CM Life Sciences, Inc."
3426,1805833,TREB,Trebia Acquisition Corp.
3427,1816816,GRSV,Gores Holdings V Inc.
3428,1323468,GLP,GLOBAL PARTNERS LP
3429,922864,AIV,APARTMENT INVESTMENT & MANAGEMENT CO
3430,879585,ATNI,"ATN International, Inc."
3431,1620463,ATHA,"Athira Pharma, Inc."
3432,886093,NUNZ,NUNZIA PHARMACEUTICAL Co
3433,1320375,BOE,BlackRock Enhanced Global Dividend Trust
3434,1522860,AFIB,"Acutus Medical, Inc."
3435,1811856,CFII,CF Finance Acquisition Corp II
3436,1524931,CHUY,"CHUY'S HOLDINGS, INC."
3437,1655020,XOG,"Extraction Oil & Gas, Inc."
3438,1420520,ATOM,Atomera Inc
3439,1724965,TALO,TALOS ENERGY INC.
3440,1108827,QEP,"QEP RESOURCES, INC."
3441,1111863,SWIR,SIERRA WIRELESS INC
3442,1466538,COWN,COWEN INC.
3443,1635984,NWLI,"National Western Life Group, Inc."
3444,1393662,VTA,Invesco Dynamic Credit Opportunities Fund
3445,863894,VERU,VERU INC.
3446,1538849,CAPL,CrossAmerica Partners LP
3447,1160990,PCN,PIMCO CORPORATE & INCOME STRATEGY FUND
3448,1743725,GDYN,"GRID DYNAMICS HOLDINGS, INC."
3449,1821788,HZON,Horizon Acquisition Corp II
3450,1601669,WTRE,Watford Holdings Ltd.
3451,1029145,GOGL,Golden Ocean Group Ltd
3452,1174850,NCBS,NICOLET BANKSHARES INC
3453,1824502,ACIC,Atlas Crest Investment Corp.
3454,1830232,AGCB,Altimeter Growth Corp. 2
3455,855886,PDT,JOHN HANCOCK PREMIUM DIVIDEND FUND
3456,1496048,BPYU,Brookfield Property REIT Inc.
3457,854560,GSBC,"GREAT SOUTHERN BANCORP, INC."
3458,885125,IQI,Invesco Quality Municipal Income Trust
3459,1762322,SFT,"SHIFT TECHNOLOGIES, INC."
3460,100591,AGX,ARGAN INC
3461,1687221,REVG,"REV Group, Inc."
3462,768899,TBI,"TrueBlue, Inc."
3463,1137393,BFK,BLACKROCK MUNICIPAL INCOME TRUST
3464,1067837,ETM,ENTERCOM COMMUNICATIONS CORP
3465,1809196,IMTX,Immatics N.V.
3466,846901,LBAI,LAKELAND BANCORP INC
3467,1370755,TCPC,BlackRock TCP Capital Corp.
3468,8504,UAVS,AgEagle Aerial Systems Inc.
3469,1557915,NID,Nuveen Intermediate Duration Municipal Term Fund
3470,879361,MYD,"BLACKROCK MUNIYIELD FUND, INC."
3471,1395325,ETJ,Eaton Vance Risk-Managed Diversified Equity Income Fund
3472,1059262,SP,SP Plus Corp
3473,1438231,DMRC,Digimarc CORP
3474,1735438,MGTX,MeiraGTx Holdings plc
3475,1493225,NFBK,"Northfield Bancorp, Inc."
3476,102212,UVSP,UNIVEST FINANCIAL Corp
3477,853180,VSLAX,Invesco Senior Loan Fund
3478,1221029,CPAC,CEMENTOS PACASMAYO SAA
3479,1799290,EBON,Ebang International Holdings Inc.
3480,1717393,CAAP,CORPORACION AMERICA AIRPORTS S.A.
3481,1313275,BCOV,BRIGHTCOVE INC
3482,67347,MOD,MODINE MANUFACTURING CO
3483,1333835,CASA,Casa Systems Inc
3484,1411342,EFC,Ellington Financial Inc.
3485,1608390,AFMD,Affimed N.V.
3486,908315,WINA,WINMARK CORP
3487,350852,CTBI,COMMUNITY TRUST BANCORP INC /KY/
3488,1132509,NNAX,New Momentum Corp.
3489,895447,SCVL,SHOE CARNIVAL INC
3490,932695,CYD,CHINA YUCHAI INTERNATIONAL LTD
3491,1697884,VSBC,VITASPRING BIOMEDICAL CO. LTD.
3492,918965,SCSC,"SCANSOURCE, INC."
3493,1534133,GRAY,"GRAYBUG VISION, INC."
3494,1441236,CLW,Clearwater Paper Corp
3495,1822492,LCY,"Landcadia Holdings III, Inc."
3496,1824013,HAAC,Health Assurance Acquisition Corp.
3497,874501,AMBC,AMBAC FINANCIAL GROUP INC
3498,1580156,HMHC,Houghton Mifflin Harcourt Co
3499,80172,NPK,NATIONAL PRESTO INDUSTRIES INC
3500,897322,GILT,GILAT SATELLITE NETWORKS LTD
3501,1091883,CIR,CIRCOR INTERNATIONAL INC
3502,896429,USAT,USA TECHNOLOGIES INC
3503,1562818,BIT,BlackRock Multi-Sector Income Trust
3504,1478888,NBB,Nuveen Taxable Municipal Income Fund
3505,1435049,KDNY,"CHINOOK THERAPEUTICS, INC."
3506,877422,SPTN,SpartanNash Co
3507,1527590,RC,Ready Capital Corp
3508,1324272,RUTH,"Ruths Hospitality Group, Inc."
3509,947559,FBMS,FIRST BANCSHARES INC /MS/
3510,1439725,BDSX,BIODESIX INC
3511,1757399,TUFN,Tufin Software Technologies Ltd.
3512,1704711,FNKO,"Funko, Inc."
3513,1575828,FI,FRANK'S INTERNATIONAL N.V.
3514,1419600,FLXN,Flexion Therapeutics Inc
3515,1750593,DUO,Fangdd Network Group Ltd.
3516,1385145,CEL,Cellcom Israel Ltd.
3517,1034842,RIGL,RIGEL PHARMACEUTICALS INC
3518,1702750,BY,"BYLINE BANCORP, INC."
3519,866829,HLX,HELIX ENERGY SOLUTIONS GROUP INC
3520,1300391,EOI,Eaton Vance Enhanced Equity Income Fund
3521,802681,BMTC,BRYN MAWR BANK CORP
3522,1059386,VVR,Invesco Senior Income Trust
3523,1769617,HONE,"HarborOne Bancorp, Inc."
3524,1473844,CBTX,"CBTX, Inc."
3525,1117480,CMRX,CHIMERIX INC
3526,727207,AXDX,"Accelerate Diagnostics, Inc"
3527,1304492,ATEX,Anterix Inc.
3528,1479615,SLN,Silence Therapeutics plc
3529,846475,ZYXI,ZYNEX INC
3530,906465,QCRH,QCR HOLDINGS INC
3531,827871,EGRX,"EAGLE PHARMACEUTICALS, INC."
3532,755001,UTL,UNITIL CORP
3533,1669811,DFIN,"Donnelley Financial Solutions, Inc."
3534,1821171,QELL,Qell Acquisition Corp
3535,1437402,ARDX,"ARDELYX, INC."
3536,752642,UMH,"UMH PROPERTIES, INC."
3537,1071058,ABST,ABSOLUTE SOFTWARE CORP
3538,1325702,MX,MAGNACHIP SEMICONDUCTOR Corp
3539,1584547,GP,GREENPOWER MOTOR Co INC.
3540,1524741,SLCA,"U.S. SILICA HOLDINGS, INC."
3541,910068,HIO,WESTERN ASSET HIGH INCOME OPPORTUNITY FUND INC.
3542,1234006,GOOD,GLADSTONE COMMERCIAL CORP
3543,1673985,ASIX,AdvanSix Inc.
3544,713425,AMSWA,AMERICAN SOFTWARE INC
3545,1636286,ALTA,Altabancorp
3546,1561627,XONE,ExOne Co
3547,1579684,GCI,"Gannett Co., Inc."
3548,895531,VCV,Invesco California Value Municipal Income Trust
3549,1584754,AKTS,"Akoustis Technologies, Inc."
3550,1779474,SSPK,Silver Spike Acquisition Corp.
3551,1561566,QIWI,QIWI
3552,1326190,ALT,"Altimmune, Inc."
3553,1380846,TSC,"TriState Capital Holdings, Inc."
3554,1393299,BGY,BlackRock Enhanced International Dividend Trust
3555,1533615,GMRE,Global Medical REIT Inc.
3556,1051004,MUC,"BLACKROCK MUNIHOLDINGS CALIFORNIA QUALITY FUND, INC."
3557,1838527,SPAQ,Spartan Acquisition Corp. III
3558,1021162,TGI,TRIUMPH GROUP INC
3559,1760854,NBTX,Nanobiotix S.A.
3560,1800347,PCPL,CC Neuberger Principal Holdings I
3561,1582568,PBFX,PBF Logistics LP
3562,1316517,KNDI,"Kandi Technologies Group, Inc."
3563,1575420,BIIO,Bionovate Technologies Corp.
3564,1544206,CGBD,"TCG BDC, INC."
3565,1556263,SYRS,"Syros Pharmaceuticals, Inc."
3566,1783398,GHIV,UWM Holdings Corp
3567,1708493,HARP,"Harpoon Therapeutics, Inc."
3568,1361983,ORBC,ORBCOMM Inc.
3569,1818093,VSPR,Vesper Healthcare Acquisition Corp.
3570,1633932,EPIX,ESSA Pharma Inc.
3571,1613780,DBVT,DBV Technologies S.A.
3572,1085913,FMCB,FARMERS & MERCHANTS BANCORP
3573,1439095,MRC,MRC GLOBAL INC.
3574,1337298,FF,FutureFuel Corp.
3575,1596993,LPG,DORIAN LPG LTD.
3576,1169652,ECOM,CHANNELADVISOR CORP
3577,924717,SRDX,SURMODICS INC
3578,1819404,PACE,TPG Pace Tech Opportunities Corp.
3579,314203,MUX,McEwen Mining Inc.
3580,1458412,CFB,"CROSSFIRST BANKSHARES, INC."
3581,1717161,CEPU,CENTRAL PUERTO S.A.
3582,715787,TILE,INTERFACE INC
3583,1810031,FRLN,Freeline Therapeutics Holdings plc
3584,1604477,SQZ,SQZ Biotechnologies Co
3585,1821393,AAN,"Aaron's Company, Inc."
3586,357301,TRST,TRUSTCO BANK CORP N Y
3587,1273931,MGI,MONEYGRAM INTERNATIONAL INC
3588,318300,PEBO,PEOPLES BANCORP INC
3589,1518557,MMD,MainStay MacKay DefinedTerm Municipal Opportunities Fund
3590,1673504,SSDT,Shengshi Elevator International Holding Group Inc.
3591,1722380,ONE,OneSmart International Education Group Ltd
3592,1410187,CNNC,Cannonau Corp.
3593,890541,BLX,"FOREIGN TRADE BANK OF LATIN AMERICA, INC."
3594,1681087,AVRO,"AVROBIO, Inc."
3595,1578955,SBOEY,Schoeller-Bleckmann Oilfield Equipment AG/ADR
3596,1821159,CLII,Climate Change Crisis Real Impact I Acquisition Corp
3597,887921,REV,REVLON INC /DE/
3598,835948,MVF,"BLACKROCK MUNIVEST FUND, INC."
3599,1637736,SOLO,ELECTRAMECCANICA VEHICLES CORP.
3600,827876,CLSK,"CLEANSPARK, INC."
3601,1725134,DMS,"Digital Media Solutions, Inc."
3602,1754170,ASLE,AerSale Corp
3603,18498,GCO,GENESCO INC
3604,1822462,FHTX,Foghorn Therapeutics Inc.
3605,1601548,VEC,"Vectrus, Inc."
3606,1399249,PZN,"Pzena Investment Management, Inc."
3607,1087786,NXJ,NUVEEN NEW JERSEY QUALITY MUNICIPAL INCOME FUND
3608,1016281,CSV,CARRIAGE SERVICES INC
3609,46250,HWKN,HAWKINS INC
3610,1635282,RMNI,"Rimini Street, Inc."
3611,896156,ETH,ETHAN ALLEN INTERIORS INC
3612,1826000,TSIA,TS Innovation Acquisitions Corp.
3613,1756262,TMDX,"TransMedics Group, Inc."
3614,1010000,RUPRF,RUPERT RESOURCES LTD
3615,708781,CASS,CASS INFORMATION SYSTEMS INC
3616,1183765,MTEM,"Molecular Templates, Inc."
3617,30305,DCO,DUCOMMUN INC /DE/
3618,1495222,OXLC,Oxford Lane Capital Corp.
3619,1554697,GHY,"PGIM Global High Yield Fund, Inc."
3620,1757715,MWK,"Mohawk Group Holdings, Inc."
3621,1803901,HEC,Hudson Executive Investment Corp.
3622,1554859,SMLR,"Semler Scientific, Inc."
3623,1318484,CTRN,Citi Trends Inc
3624,886744,GERN,GERON CORP
3625,1379785,BBDC,"Barings BDC, Inc."
3626,1308208,ULH,"UNIVERSAL LOGISTICS HOLDINGS, INC."
3627,925683,BTO,JOHN HANCOCK FINANCIAL OPPORTUNITIES FUND
3628,874238,STRL,STERLING CONSTRUCTION CO INC
3629,1756594,IVA,Inventiva S.A.
3630,701347,CPF,CENTRAL PACIFIC FINANCIAL CORP
3631,1546429,BGB,Blackstone Strategic Credit Fund
3632,353020,AEGN,Aegion Corp
3633,1556739,THRY,"Thryv Holdings, Inc."
3634,1503526,TSHMY,"Toshiba Machine Co., Ltd. / ADR"
3635,1676725,IDYA,"IDEAYA Biosciences, Inc."
3636,1219120,AVK,ADVENT CONVERTIBLE & INCOME FUND
3637,1821850,SPRQ,Spartan Acquisition Corp. II
3638,1058239,HIX,WESTERN ASSET HIGH INCOME FUND II INC.
3639,1313510,GGN,"GAMCO Global Gold, Natural Resources & Income Trust"
3640,732417,HBIA,HILLS BANCORPORATION
3641,1066605,HSII,HEIDRICK & STRUGGLES INTERNATIONAL INC
3642,854775,DGII,DIGI INTERNATIONAL INC
3643,1385849,UUUU,ENERGY FUELS INC
3644,1388430,CAI,"CAI International, Inc."
3645,1232860,MUI,"BLACKROCK MUNI INTERMEDIATE DURATION FUND, INC."
3646,1396277,CHW,Calamos Global Dynamic Income Fund
3647,1726189,NEW,Puxin Ltd
3648,1391127,LLNW,"Limelight Networks, Inc."
3649,1599298,SMMT,Summit Therapeutics Inc.
3650,1369241,DAC,Danaos Corp
3651,701869,IHC,INDEPENDENCE HOLDING CO
3652,1412481,MMRTY,MASSMART HOLDINGS LTD
3653,876378,TRXC,"TRANSENTERIX, INC."
3654,1761612,BCYC,BICYCLE THERAPEUTICS plc
3655,1603978,AQB,"AquaBounty Technologies, Inc."
3656,1626878,XBIT,XBiotech Inc.
3657,1129155,MPX,MARINE PRODUCTS CORP
3658,1227025,NPTN,NEOPHOTONICS CORP
3659,108985,YORW,YORK WATER CO
3660,1697532,APLT,Applied Therapeutics Inc.
3661,1783875,FFNTF,4Front Ventures Corp.
3662,1819876,TRIT,"Triterras, Inc."
3663,1117171,CBAT,"CBAK Energy Technology, Inc."
3664,886043,MMU,WESTERN ASSET MANAGED MUNICIPALS FUND INC.
3665,1692705,QD,Qudian Inc.
3666,1553643,RLMD,"RELMADA THERAPEUTICS, INC."
3667,700565,FMBH,"FIRST MID BANCSHARES, INC."
3668,928022,CPE,Callon Petroleum Co
3669,1361371,DGRLY,"Delek Group, Ltd."
3670,913059,BBAR,Banco BBVA Argentina S.A.
3671,14707,CAL,CALERES INC
3672,1320461,CPS,Cooper-Standard Holdings Inc.
3673,1145986,ASPN,ASPEN AEROGELS INC
3674,1770088,WIMI,WiMi Hologram Cloud Inc.
3675,216085,HVT,HAVERTY FURNITURE COMPANIES INC
3676,1661998,FIXX,"Homology Medicines, Inc."
3677,1589526,BLBD,Blue Bird Corp
3678,750686,CAC,CAMDEN NATIONAL CORP
3679,1370450,WLDN,"Willdan Group, Inc."
3680,1748907,ORTX,Orchard Therapeutics plc
3681,1683695,IMXI,"International Money Express, Inc."
3682,62234,MCS,MARCUS CORP
3683,1705259,SMTS,Sierra Metals Inc.
3684,1825024,SPNV,"Supernova Partners Acquisition Company, Inc."
3685,1586049,OXFD,Oxford Immunotec Global PLC
3686,1314966,BME,BlackRock Health Sciences Trust
3687,1233681,BLW,BLACKROCK Ltd DURATION INCOME TRUST
3688,23197,CMTL,COMTECH TELECOMMUNICATIONS CORP /DE/
3689,1606698,ALPP,Alpine 4 Technologies Ltd.
3690,1547994,JPI,Nuveen Preferred & Income Term Fund
3691,1661460,PSTX,"Poseida Therapeutics, Inc."
3692,778946,BXG,BLUEGREEN VACATIONS CORP
3693,1559991,DFP,Flaherty & Crumrine Dynamic Preferred & Income Fund Inc
3694,1820191,IMPX,AEA-Bridges Impact Corp.
3695,901243,MUA,"BLACKROCK MUNIASSETS FUND, INC."
3696,1171662,GTS,TRIPLE-S MANAGEMENT CORP
3697,826020,PPR,Voya PRIME RATE TRUST
3698,1822219,FMAC,FirstMark Horizon Acquisition Corp.
3699,1707502,SLDB,Solid Biosciences Inc.
3700,1762303,RCEL,"AVITA Medical, Inc."
3701,1404644,NLTX,"Neoleukin Therapeutics, Inc."
3702,1607678,VKTX,"Viking Therapeutics, Inc."
3703,1045126,MFL,BLACKROCK MUNIHOLDINGS INVESTMENT QUALITY FUND
3704,1302362,MTL,Mechel PAO
3705,1602409,FNGR,"FingerMotion, Inc."
3706,1791091,TLMD,"SOC Telemed, Inc."
3707,1351636,SSTI,"SHOTSPOTTER, INC"
3708,1582313,XENE,Xenon Pharmaceuticals Inc.
3709,1759425,MIRM,"Mirum Pharmaceuticals, Inc."
3710,1722271,AKUS,"Akouos, Inc."
3711,1029800,UBP,URSTADT BIDDLE PROPERTIES INC
3712,1634038,PROS,"ProSight Global, Inc."
3713,1288992,EFT,Eaton Vance Floating-Rate Income Trust
3714,60977,LDL,LYDALL INC /DE/
3715,1818221,EQD,Equity Distribution Acquisition Corp.
3716,831547,SPPI,SPECTRUM PHARMACEUTICALS INC
3717,1163739,NBR,NABORS INDUSTRIES LTD
3718,1581804,NVGS,Navigator Holdings Ltd.
3719,917100,IFN,INDIA FUND INC
3720,1787791,JIH,"Juniper Industrial Holdings, Inc."
3721,1593195,TPCO,Tribune Publishing Co
3722,1608742,DIAX,Nuveen Dow 30sm Dynamic Overwrite Fund
3723,1819035,INAQ,INSU Acquisition Corp. II
3724,1628808,PROF,Profound Medical Corp.
3725,1074540,EVN,EATON VANCE MUNICIPAL INCOME TRUST
3726,65312,EVI,"EVI INDUSTRIES, INC."
3727,890196,MQY,"BLACKROCK MUNIYIELD QUALITY FUND, INC."
3728,1827821,MOTV,Motive Capital Corp
3729,1734342,AMTB,Amerant Bancorp Inc.
3730,1821175,MSGM,Motorsport Games Inc.
3731,882150,MYN,"BLACKROCK MUNIYIELD NEW YORK QUALITY FUND, INC."
3732,870780,NQP,NUVEEN PENNSYLVANIA QUALITY MUNICIPAL INCOME FUND
3733,915840,BZH,BEAZER HOMES USA INC
3734,714562,THFF,FIRST FINANCIAL CORP /IN/
3735,1779128,EXPC,Experience Investment Corp.
3736,1807901,PAND,"Pandion Therapeutics, Inc."
3737,1276533,JFR,NUVEEN FLOATING RATE INCOME FUND
3738,1215913,HPS,JOHN HANCOCK PREFERRED INCOME FUND III
3739,1655891,TRMD,TORM plc
3740,1384135,LBTI,"Lithium & Boron Technology, Inc."
3741,1661125,YIN,Yintech Investment Holdings Ltd
3742,818972,LEO,"BNY MELLON STRATEGIC MUNICIPALS, INC."
3743,1693256,WTTR,"Select Energy Services, Inc."
3744,1500122,NVGI,"Noble Vici Group, Inc."
3745,1825042,IIAC,Investindustrial Acquisition Corp.
3746,1214935,NCV,AllianzGI Convertible & Income Fund
3747,1807846,FUSE,Fusion Acquisition Corp.
3748,1603993,NISN,"Nisun International Enterprise Development Group Co., Ltd"
3749,1034957,CRESY,CRESUD INC
3750,25743,TXMD,"TherapeuticsMD, Inc."
3751,1703644,GPMT,Granite Point Mortgage Trust Inc.
3752,898437,ANIK,"Anika Therapeutics, Inc."
3753,1403431,HCCI,"Heritage-Crystal Clean, Inc."
3754,766701,CMO,CAPSTEAD MORTGAGE CORP
3755,1701108,SPRO,"Spero Therapeutics, Inc."
3756,1053352,HTBK,HERITAGE COMMERCE CORP
3757,1564180,KNOP,KNOT Offshore Partners LP
3758,1769318,THBR,"Thunder Bridge Acquisition II, LTD"
3759,913277,CLAR,Clarus Corp
3760,1753162,FTHM,Fathom Holdings Inc.
3761,1647933,JHB,Nuveen High Income November 2021 Target Term Fund
3762,1476045,CLDT,Chatham Lodging Trust
3763,888410,MCA,"BLACKROCK MUNIYIELD CALIFORNIA QUALITY FUND, INC."
3764,1819584,SNPR,Tortoise Acquisition Corp. II
3765,1746109,BFC,Bank First Corp
3766,5981,AVD,AMERICAN VANGUARD CORP
3767,1475348,LBC,Luther Burbank Corp
3768,1128173,IRCP,IRSA PROPIEDADES COMERCIALES S.A.
3769,923139,FFIC,FLUSHING FINANCIAL CORP
3770,1693011,INZY,"Inozyme Pharma, Inc."
3771,908993,VKI,Invesco Advantage Municipal Income Trust II
3772,1740547,UROV,Urovant Sciences Ltd.
3773,1356115,NHF,NexPoint Strategic Opportunities Fund
3774,1403475,BMRC,Bank of Marin Bancorp
3775,1080259,TCLRY,Technicolor
3776,1169988,WIFI,"BOINGO WIRELESS, INC."
3777,1580149,BIVI,BIOVIE INC.
3778,1631574,WVE,Wave Life Sciences Ltd.
3779,33934,CRF,CORNERSTONE TOTAL RETURN FUND INC
3780,1596946,QTNT,Quotient Ltd
3781,1063259,DNN,DENISON MINES CORP.
3782,711772,CATC,CAMBRIDGE BANCORP
3783,1338940,PERI,Perion Network Ltd.
3784,1060349,GBL,"GAMCO INVESTORS, INC. ET AL"
3785,1659494,COE,China Online Education Group
3786,1532346,BCEL,"Atreca, Inc."
3787,1525287,SRLP,Sprague Resources LP
3788,1285890,IGD,Voya GLOBAL EQUITY DIVIDEND & PREMIUM OPPORTUNITY FUND
3789,1341235,ALDX,"Aldeyra Therapeutics, Inc."
3790,1783010,AMYT,Amryt Pharma plc
3791,1815849,FAII,Fortress Value Acquisition Corp. II
3792,1671818,ONCR,"Oncorus, Inc."
3793,1010086,SIGA,SIGA TECHNOLOGIES INC
3794,1673772,RAPT,"RAPT Therapeutics, Inc."
3795,1534880,ISD,"PGIM High Yield Bond Fund, Inc."
3796,72573,MOV,MOVADO GROUP INC
3797,1606757,KE,"Kimball Electronics, Inc."
3798,1635977,THW,Tekla World Healthcare Fund
3799,1333849,JAGGF,Jaguar Mining Inc
3800,1410939,ISEE,"IVERIC bio, Inc."
3801,1815526,BTAQ,Burgundy Technology Acquisition Corp
3802,1742770,VIOT,"Viomi Technology Co., Ltd"
3803,1162194,FLDM,FLUIDIGM CORP
3804,1481582,RYI,Ryerson Holding Corp
3805,1145678,TUWOY,TULLOW OIL PLC /FI
3806,850429,TG,TREDEGAR CORP
3807,1051003,DSU,"BLACKROCK DEBT STRATEGIES FUND, INC."
3808,1494530,FSD,FIRST TRUST HIGH INCOME LONG/SHORT FUND
3809,1653558,PRTH,"Priority Technology Holdings, Inc."
3810,1489096,THR,"Thermon Group Holdings, Inc."
3811,764401,IIIN,INSTEEL INDUSTRIES INC
3812,1517496,WBAI,500.com Ltd
3813,1657788,KRP,"Kimbell Royalty Partners, LP"
3814,1785154,DNK,Phoenix Tree Holdings Ltd
3815,1500242,UBIA,UBI Blockchain Internet LTD-DE
3816,1759614,YJ,Yunji Inc.
3817,1258623,EFR,EATON VANCE SENIOR FLOATING RATE TRUST
3818,1463972,VUZI,Vuzix Corp
3819,902791,BBSI,BARRETT BUSINESS SERVICES INC
3820,1409171,TITN,Titan Machinery Inc.
3821,1638290,MCFT,"MasterCraft Boat Holdings, Inc."
3822,1612630,JYNT,JOINT Corp
3823,1781162,SRAC,Stable Road Acquisition Corp.
3824,1517022,AKBA,"Akebia Therapeutics, Inc."
3825,1210123,EAD,WELLS FARGO INCOME OPPORTUNITIES FUND
3826,1825079,SPFR,JAWS Spitfire Acquisition Corp
3827,1751299,KLDO,"Kaleido Biosciences, Inc."
3828,1176199,HPI,JOHN HANCOCK PREFERRED INCOME FUND
3829,1515671,DPG,Duff & Phelps Utility & Infrastructure Fund Inc.
3830,1677940,BYSI,BeyondSpring Inc.
3831,1790515,EQOS,Diginex Ltd
3832,1071255,GDEN,"GOLDEN ENTERTAINMENT, INC."
3833,884121,HQL,TEKLA LIFE SCIENCES INVESTORS
3834,1603016,HMLP,Hoegh LNG Partners LP
3835,69633,NSSC,"NAPCO SECURITY TECHNOLOGIES, INC"
3836,1481028,HYSR,"SUNHYDROGEN, INC."
3837,1752372,EZOO,Ezagoo Ltd
3838,1495825,GBAB,Guggenheim Taxable Municipal Bond & Investment Grade Debt Trust
3839,1467808,CO,Global Cord Blood Corp
3840,1720725,OYST,"Oyster Point Pharma, Inc."
3841,1398805,BEEM,Beam Global
3842,1798100,NTST,NETSTREIT Corp.
3843,1735707,GTXMQ,Garrett Motion Inc.
3844,1566469,NH,"NantHealth, Inc."
3845,1772921,ONEW,OneWater Marine Inc.
3846,1327318,TRUE,"TrueCar, Inc."
3847,1668243,URGN,UroGen Pharma Ltd.
3848,33002,EBF,"ENNIS, INC."
3849,1368148,ATHX,"ATHERSYS, INC / NEW"
3850,1401667,PBYI,"PUMA BIOTECHNOLOGY, INC."
3851,1805890,FUSN,Fusion Pharmaceuticals Inc.
3852,1815620,OPT,Opthea Ltd
3853,1412350,PKO,PIMCO Income Opportunity Fund
3854,1698519,ADVV,Adveco Group Inc.
3855,1355848,GNUS,"Genius Brands International, Inc."
3856,1691221,FRSX,Foresight Autonomous Holdings Ltd.
3857,827773,PPT,PUTNAM PREMIER INCOME TRUST
3858,1679817,OZSC,"OZOP ENERGY SOLUTIONS, INC."
3859,744187,REX,REX AMERICAN RESOURCES Corp
3860,855612,ZIXI,ZIX CORP
3861,1652133,OMP,Oasis Midstream Partners LP
3862,1823776,HIGA,H.I.G. Acquisition Corp.
3863,1640455,JNCE,"Jounce Therapeutics, Inc."
3864,1683553,SPRB,"SPRUCE BIOSCIENCES, INC."
3865,1104485,NOG,"NORTHERN OIL & GAS, INC."
3866,1789029,IPV,InterPrivate Acquisition Corp.
3867,909108,DHIL,DIAMOND HILL INVESTMENT GROUP INC
3868,912147,RMT,"ROYCE MICRO-CAP TRUST, INC."
3869,1368493,CAF,"Morgan Stanley China A Share Fund, Inc."
3870,1597672,RYAM,RAYONIER ADVANCED MATERIALS INC.
3871,1820143,RMGB,RMG Acquisition Corp. II
3872,1501989,CTMX,"CytomX Therapeutics, Inc."
3873,1569994,WSBF,"Waterstone Financial, Inc."
3874,1000177,NAT,NORDIC AMERICAN TANKERS Ltd
3875,1639877,GSM,Ferroglobe PLC
3876,948320,CVLB,"CONVERSION LABS, INC."
3877,55772,KBAL,KIMBALL INTERNATIONAL INC
3878,900422,PMO,PUTNAM MUNICIPAL OPPORTUNITIES TRUST
3879,1587987,NEWT,Newtek Business Services Corp.
3880,61986,MTW,MANITOWOC CO INC
3881,1442999,ABTI,ALTEROLA BIOTECH INC.
3882,1175151,CTSO,Cytosorbents Corp
3883,1658247,CRNX,"Crinetics Pharmaceuticals, Inc."
3884,1390195,AWP,ABERDEEN GLOBAL PREMIER PROPERTIES FUND
3885,783412,DJCO,DAILY JOURNAL CORP
3886,791963,OPY,OPPENHEIMER HOLDINGS INC
3887,1659352,CDAK,"Codiak BioSciences, Inc."
3888,1084201,SVA,SINOVAC BIOTECH LTD
3889,1637761,SPNE,SeaSpine Holdings Corp
3890,796505,CLFD,"Clearfield, Inc."
3891,839533,KTF,DWS MUNICIPAL INCOME TRUST
3892,1652362,IEA,"Infrastructure & Energy Alternatives, Inc."
3893,1781193,QH,QUHUO Ltd
3894,1304421,CNSL,"Consolidated Communications Holdings, Inc."
3895,807707,VOXX,VOXX International Corp
3896,1223389,CONN,CONNS INC
3897,1610114,SNR,New Senior Investment Group Inc.
3898,829365,NTP,NAM TAI PROPERTY INC.
3899,1821317,PDAC,PERIDOT ACQUISITION CORP.
3900,812348,CNBKA,CENTURY BANCORP INC
3901,1493761,HEAR,Turtle Beach Corp
3902,1082324,VHC,VirnetX Holding Corp
3903,1528988,BUI,"BlackRock Utilities, Infrastructure & Power Opportunities Trust"
3904,1090061,OMN,OMNOVA SOLUTIONS INC
3905,1799788,GLSI,"Greenwich LifeSciences, Inc."
3906,1364128,AXU,ALEXCO RESOURCE CORP
3907,1603923,WFTLF,Weatherford International plc
3908,1365767,ALLT,Allot Ltd.
